Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/GRU_False_equal_risk_parity_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'equal_risk_parity', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'GRU', 'MULTIMODAL': False}
Model: gru, Multimodal: False, Loss Function: equal_risk_parity
Loading and processing data...
Epoch 46/500, Validation Loss: 0.006191
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_46_loss_0.0062.pth
Epoch 47/500, Training Loss: 0.005010
Epoch 47/500, Validation Loss: 0.006176
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_47_loss_0.0062.pth
Epoch 48/500, Training Loss: 0.004990
Epoch 48/500, Validation Loss: 0.006161
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_48_loss_0.0062.pth
Epoch 49/500, Training Loss: 0.004966
Epoch 49/500, Validation Loss: 0.006145
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_49_loss_0.0061.pth
Epoch 50/500, Training Loss: 0.004947
Epoch 50/500, Validation Loss: 0.006131
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_50_loss_0.0061.pth
Epoch 51/500, Training Loss: 0.004926
Epoch 51/500, Validation Loss: 0.006117
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_51_loss_0.0061.pth
Epoch 52/500, Training Loss: 0.004911
Epoch 52/500, Validation Loss: 0.006103
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_52_loss_0.0061.pth
Epoch 53/500, Training Loss: 0.004891
Epoch 53/500, Validation Loss: 0.006089
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_53_loss_0.0061.pth
Epoch 54/500, Training Loss: 0.004873
Epoch 54/500, Validation Loss: 0.006076
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_54_loss_0.0061.pth
Epoch 55/500, Training Loss: 0.004857
Epoch 55/500, Validation Loss: 0.006064
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_55_loss_0.0061.pth
Epoch 56/500, Training Loss: 0.004839
Epoch 56/500, Validation Loss: 0.006051
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_56_loss_0.0061.pth
Epoch 57/500, Training Loss: 0.004826
Epoch 57/500, Validation Loss: 0.006039
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_57_loss_0.0060.pth
Epoch 58/500, Training Loss: 0.004810
Epoch 58/500, Validation Loss: 0.006028
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_58_loss_0.0060.pth
Epoch 59/500, Training Loss: 0.004795
Epoch 59/500, Validation Loss: 0.006017
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_59_loss_0.0060.pth
Epoch 60/500, Training Loss: 0.004782
Epoch 60/500, Validation Loss: 0.006006
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_60_loss_0.0060.pth
Epoch 61/500, Training Loss: 0.004769
Epoch 61/500, Validation Loss: 0.005995
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_61_loss_0.0060.pth
Epoch 62/500, Training Loss: 0.004756
Epoch 62/500, Validation Loss: 0.005985
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_62_loss_0.0060.pth
Epoch 63/500, Training Loss: 0.004745
Epoch 63/500, Validation Loss: 0.005975
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_63_loss_0.0060.pth
Epoch 64/500, Training Loss: 0.004733
Epoch 64/500, Validation Loss: 0.005966
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_64_loss_0.0060.pth
Epoch 65/500, Training Loss: 0.004721
Epoch 65/500, Validation Loss: 0.005956
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_65_loss_0.0060.pth
Epoch 66/500, Training Loss: 0.004711
Epoch 66/500, Validation Loss: 0.005947
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_66_loss_0.0059.pth
Epoch 67/500, Training Loss: 0.004703
Epoch 67/500, Validation Loss: 0.005939
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_67_loss_0.0059.pth
Epoch 68/500, Training Loss: 0.004691
Epoch 68/500, Validation Loss: 0.005931
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_68_loss_0.0059.pth
Epoch 69/500, Training Loss: 0.004683
Epoch 69/500, Validation Loss: 0.005923
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_69_loss_0.0059.pth
Epoch 70/500, Training Loss: 0.004673
Epoch 70/500, Validation Loss: 0.005915
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_70_loss_0.0059.pth
Epoch 71/500, Training Loss: 0.004666
Epoch 71/500, Validation Loss: 0.005908
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_71_loss_0.0059.pth
Epoch 72/500, Training Loss: 0.004657
Epoch 72/500, Validation Loss: 0.005901
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_72_loss_0.0059.pth
Epoch 73/500, Training Loss: 0.004651
Epoch 73/500, Validation Loss: 0.005894
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_73_loss_0.0059.pth
Epoch 74/500, Training Loss: 0.004642
Epoch 74/500, Validation Loss: 0.005887
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_74_loss_0.0059.pth
Epoch 75/500, Training Loss: 0.004637
Epoch 75/500, Validation Loss: 0.005881
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_75_loss_0.0059.pth
Epoch 76/500, Training Loss: 0.004629
Epoch 76/500, Validation Loss: 0.005875
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_76_loss_0.0059.pth
Epoch 77/500, Training Loss: 0.004623
Epoch 77/500, Validation Loss: 0.005869
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_77_loss_0.0059.pth
Epoch 78/500, Training Loss: 0.004617
Epoch 78/500, Validation Loss: 0.005863
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_78_loss_0.0059.pth
Epoch 79/500, Training Loss: 0.004611
Epoch 79/500, Validation Loss: 0.005858
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_79_loss_0.0059.pth
Epoch 80/500, Training Loss: 0.004605
Epoch 80/500, Validation Loss: 0.005853
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_80_loss_0.0059.pth
Epoch 81/500, Training Loss: 0.004600
Epoch 81/500, Validation Loss: 0.005848
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_81_loss_0.0058.pth
Epoch 82/500, Training Loss: 0.004596
Epoch 82/500, Validation Loss: 0.005843
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_82_loss_0.0058.pth
Epoch 83/500, Training Loss: 0.004590
Epoch 83/500, Validation Loss: 0.005838
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_83_loss_0.0058.pth
Epoch 84/500, Training Loss: 0.004588
Epoch 84/500, Validation Loss: 0.005834
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_84_loss_0.0058.pth
Epoch 85/500, Training Loss: 0.004583
Epoch 85/500, Validation Loss: 0.005830
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_85_loss_0.0058.pth
Epoch 86/500, Training Loss: 0.004578
Epoch 86/500, Validation Loss: 0.005826
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_86_loss_0.0058.pth
Epoch 87/500, Training Loss: 0.004573
Epoch 87/500, Validation Loss: 0.005822
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_87_loss_0.0058.pth
Epoch 88/500, Training Loss: 0.004570
Epoch 88/500, Validation Loss: 0.005818
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_88_loss_0.0058.pth
Epoch 89/500, Training Loss: 0.004565
Epoch 89/500, Validation Loss: 0.005815
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_89_loss_0.0058.pth
Epoch 90/500, Training Loss: 0.004563
Epoch 90/500, Validation Loss: 0.005811
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_90_loss_0.0058.pth
Epoch 91/500, Training Loss: 0.004561
Epoch 91/500, Validation Loss: 0.005808
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_91_loss_0.0058.pth
Epoch 92/500, Training Loss: 0.004557
Epoch 92/500, Validation Loss: 0.005805
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_92_loss_0.0058.pth
Epoch 93/500, Training Loss: 0.004554
Epoch 93/500, Validation Loss: 0.005802
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_93_loss_0.0058.pth
Epoch 94/500, Training Loss: 0.004552
Epoch 94/500, Validation Loss: 0.005799
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_94_loss_0.0058.pth
Epoch 95/500, Training Loss: 0.004546
Epoch 95/500, Validation Loss: 0.005796
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_95_loss_0.0058.pth
Epoch 96/500, Training Loss: 0.004544
Epoch 96/500, Validation Loss: 0.005793
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_96_loss_0.0058.pth
Epoch 97/500, Training Loss: 0.004541
Epoch 97/500, Validation Loss: 0.005791
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_97_loss_0.0058.pth
Epoch 98/500, Training Loss: 0.004539
Epoch 98/500, Validation Loss: 0.005789
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_98_loss_0.0058.pth
Epoch 99/500, Training Loss: 0.004539
Epoch 99/500, Validation Loss: 0.005787
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_99_loss_0.0058.pth
Epoch 100/500, Training Loss: 0.004536
Epoch 100/500, Validation Loss: 0.005784
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_100_loss_0.0058.pth
Epoch 101/500, Training Loss: 0.004533
Epoch 101/500, Validation Loss: 0.005783
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_101_loss_0.0058.pth
Epoch 102/500, Training Loss: 0.004531
Epoch 102/500, Validation Loss: 0.005781
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_102_loss_0.0058.pth
Epoch 103/500, Training Loss: 0.004530
Epoch 103/500, Validation Loss: 0.005779
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_103_loss_0.0058.pth
Epoch 104/500, Training Loss: 0.004526
Epoch 104/500, Validation Loss: 0.005777
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_104_loss_0.0058.pth
Epoch 105/500, Training Loss: 0.004524
Epoch 105/500, Validation Loss: 0.005775
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_105_loss_0.0058.pth
Epoch 106/500, Training Loss: 0.004524
Epoch 106/500, Validation Loss: 0.005774
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_106_loss_0.0058.pth
Epoch 107/500, Training Loss: 0.004522
Epoch 107/500, Validation Loss: 0.005772
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_107_loss_0.0058.pth
Epoch 108/500, Training Loss: 0.004520
Epoch 108/500, Validation Loss: 0.005771
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_108_loss_0.0058.pth
Epoch 109/500, Training Loss: 0.004520
Epoch 109/500, Validation Loss: 0.005769
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_109_loss_0.0058.pth
Epoch 110/500, Training Loss: 0.004515
Epoch 110/500, Validation Loss: 0.005768
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_110_loss_0.0058.pth
Epoch 111/500, Training Loss: 0.004515
Epoch 111/500, Validation Loss: 0.005767
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_111_loss_0.0058.pth
Epoch 112/500, Training Loss: 0.004511
Epoch 112/500, Validation Loss: 0.005766
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_112_loss_0.0058.pth
Epoch 113/500, Training Loss: 0.004511
Epoch 113/500, Validation Loss: 0.005765
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_113_loss_0.0058.pth
Epoch 114/500, Training Loss: 0.004510
Epoch 114/500, Validation Loss: 0.005763
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_114_loss_0.0058.pth
Epoch 115/500, Training Loss: 0.004511
Epoch 115/500, Validation Loss: 0.005762
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_115_loss_0.0058.pth
Epoch 116/500, Training Loss: 0.004508
Epoch 116/500, Validation Loss: 0.005761
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_116_loss_0.0058.pth
Epoch 117/500, Training Loss: 0.004506
Epoch 117/500, Validation Loss: 0.005760
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_117_loss_0.0058.pth
Epoch 118/500, Training Loss: 0.004506
Epoch 118/500, Validation Loss: 0.005759
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_118_loss_0.0058.pth
Epoch 119/500, Training Loss: 0.004505
Epoch 119/500, Validation Loss: 0.005758
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_119_loss_0.0058.pth
Epoch 120/500, Training Loss: 0.004503
Epoch 120/500, Validation Loss: 0.005757
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_120_loss_0.0058.pth
Epoch 121/500, Training Loss: 0.004501
Epoch 121/500, Validation Loss: 0.005757
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_121_loss_0.0058.pth
Epoch 122/500, Training Loss: 0.004504
Epoch 122/500, Validation Loss: 0.005756
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_122_loss_0.0058.pth
Epoch 123/500, Training Loss: 0.004499
Epoch 123/500, Validation Loss: 0.005755
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_123_loss_0.0058.pth
Epoch 124/500, Training Loss: 0.004499
Epoch 124/500, Validation Loss: 0.005754
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_124_loss_0.0058.pth
Epoch 125/500, Training Loss: 0.004498
Epoch 125/500, Validation Loss: 0.005754
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_125_loss_0.0058.pth
Epoch 126/500, Training Loss: 0.004499
Epoch 126/500, Validation Loss: 0.005753
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_126_loss_0.0058.pth
Epoch 127/500, Training Loss: 0.004496
Epoch 127/500, Validation Loss: 0.005752
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_127_loss_0.0058.pth
Epoch 128/500, Training Loss: 0.004494
Epoch 128/500, Validation Loss: 0.005751
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_128_loss_0.0058.pth
Epoch 129/500, Training Loss: 0.004495
Epoch 129/500, Validation Loss: 0.005751
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_129_loss_0.0058.pth
Epoch 130/500, Training Loss: 0.004496
Epoch 130/500, Validation Loss: 0.005750
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_130_loss_0.0058.pth
Epoch 131/500, Training Loss: 0.004493
Epoch 131/500, Validation Loss: 0.005750
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_131_loss_0.0057.pth
Epoch 132/500, Training Loss: 0.004492
Epoch 132/500, Validation Loss: 0.005749
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_132_loss_0.0057.pth
Epoch 133/500, Training Loss: 0.004491
Epoch 133/500, Validation Loss: 0.005748
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_133_loss_0.0057.pth
Epoch 134/500, Training Loss: 0.004491
Epoch 134/500, Validation Loss: 0.005748
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_134_loss_0.0057.pth
Epoch 135/500, Training Loss: 0.004491
Epoch 135/500, Validation Loss: 0.005747
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_135_loss_0.0057.pth
Epoch 136/500, Training Loss: 0.004489
Epoch 136/500, Validation Loss: 0.005747
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_136_loss_0.0057.pth
Epoch 137/500, Training Loss: 0.004488
Epoch 137/500, Validation Loss: 0.005747
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_137_loss_0.0057.pth
Epoch 138/500, Training Loss: 0.004488
Epoch 138/500, Validation Loss: 0.005746
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_138_loss_0.0057.pth
Epoch 139/500, Training Loss: 0.004487
Epoch 139/500, Validation Loss: 0.005746
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_139_loss_0.0057.pth
Epoch 140/500, Training Loss: 0.004488
Epoch 140/500, Validation Loss: 0.005745
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_140_loss_0.0057.pth
Epoch 141/500, Training Loss: 0.004485
Epoch 141/500, Validation Loss: 0.005745
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_141_loss_0.0057.pth
Epoch 142/500, Training Loss: 0.004489
Epoch 142/500, Validation Loss: 0.005744
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_142_loss_0.0057.pth
Epoch 143/500, Training Loss: 0.004483
Epoch 143/500, Validation Loss: 0.005744
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_143_loss_0.0057.pth
Epoch 144/500, Training Loss: 0.004486
Epoch 144/500, Validation Loss: 0.005744
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_144_loss_0.0057.pth
Epoch 145/500, Training Loss: 0.004483
Epoch 145/500, Validation Loss: 0.005743
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_145_loss_0.0057.pth
Epoch 146/500, Training Loss: 0.004485
Epoch 146/500, Validation Loss: 0.005743
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_146_loss_0.0057.pth
Epoch 147/500, Training Loss: 0.004484
Epoch 147/500, Validation Loss: 0.005743
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_147_loss_0.0057.pth
Epoch 148/500, Training Loss: 0.004484
Epoch 148/500, Validation Loss: 0.005742
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_148_loss_0.0057.pth
Epoch 149/500, Training Loss: 0.004482
Epoch 149/500, Validation Loss: 0.005742
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_149_loss_0.0057.pth
Epoch 150/500, Training Loss: 0.004483
Epoch 150/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_150_loss_0.0057.pth
Epoch 151/500, Training Loss: 0.004482
Epoch 151/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_151_loss_0.0057.pth
Epoch 152/500, Training Loss: 0.004481
Epoch 152/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_152_loss_0.0057.pth
Epoch 153/500, Training Loss: 0.004479
Epoch 153/500, Validation Loss: 0.005741
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_153_loss_0.0057.pth
Epoch 154/500, Training Loss: 0.004482
Epoch 154/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_154_loss_0.0057.pth
Epoch 155/500, Training Loss: 0.004481
Epoch 155/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_155_loss_0.0057.pth
Epoch 156/500, Training Loss: 0.004481
Epoch 156/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_156_loss_0.0057.pth
Epoch 157/500, Training Loss: 0.004481
Epoch 157/500, Validation Loss: 0.005740
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_157_loss_0.0057.pth
Epoch 158/500, Training Loss: 0.004478
Epoch 158/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_158_loss_0.0057.pth
Epoch 159/500, Training Loss: 0.004480
Epoch 159/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_159_loss_0.0057.pth
Epoch 160/500, Training Loss: 0.004478
Epoch 160/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_160_loss_0.0057.pth
Epoch 161/500, Training Loss: 0.004479
Epoch 161/500, Validation Loss: 0.005739
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_161_loss_0.0057.pth
Epoch 162/500, Training Loss: 0.004478
Epoch 162/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_162_loss_0.0057.pth
Epoch 163/500, Training Loss: 0.004477
Epoch 163/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_163_loss_0.0057.pth
Epoch 164/500, Training Loss: 0.004478
Epoch 164/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_164_loss_0.0057.pth
Epoch 165/500, Training Loss: 0.004477
Epoch 165/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_165_loss_0.0057.pth
Epoch 166/500, Training Loss: 0.004475
Epoch 166/500, Validation Loss: 0.005738
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_166_loss_0.0057.pth
Epoch 167/500, Training Loss: 0.004475
Epoch 167/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_167_loss_0.0057.pth
Epoch 168/500, Training Loss: 0.004478
Epoch 168/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_168_loss_0.0057.pth
Epoch 169/500, Training Loss: 0.004475
Epoch 169/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_169_loss_0.0057.pth
Epoch 170/500, Training Loss: 0.004476
Epoch 170/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_170_loss_0.0057.pth
Epoch 171/500, Training Loss: 0.004475
Epoch 171/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_171_loss_0.0057.pth
Epoch 172/500, Training Loss: 0.004474
Epoch 172/500, Validation Loss: 0.005737
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_172_loss_0.0057.pth
Epoch 173/500, Training Loss: 0.004474
Epoch 173/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_173_loss_0.0057.pth
Epoch 174/500, Training Loss: 0.004476
Epoch 174/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_174_loss_0.0057.pth
Epoch 175/500, Training Loss: 0.004473
Epoch 175/500, Validation Loss: 0.005736
Epoch 176/500, Training Loss: 0.004475
Epoch 176/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_176_loss_0.0057.pth
Epoch 177/500, Training Loss: 0.004472
Epoch 177/500, Validation Loss: 0.005736
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_177_loss_0.0057.pth
Epoch 178/500, Training Loss: 0.004475
Epoch 178/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_178_loss_0.0057.pth
Epoch 179/500, Training Loss: 0.004472
Epoch 179/500, Validation Loss: 0.005735
Epoch 180/500, Training Loss: 0.004472
Epoch 180/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_180_loss_0.0057.pth
Epoch 181/500, Training Loss: 0.004473
Epoch 181/500, Validation Loss: 0.005735
